"Data Source","World Development Indicators",
"Last Updated Date","2021-07-30",
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Iraq","IRQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47914015061.8189","64978048275.2949","86665615970.7008","91928142882.9953","95845482393.2018","108356778323.606","133634845901.897","182244439910.52","217381027435.892","259847323268.892","270224435739.881","251994049035.944","162581938193.137","256084692644.556","268476401388.234","292218765526.531","305726586077.155","337318189594.393","351375625502.977","378229231184.638","415269270855.8","483559417994.869","515106414386.02","477915775957.398","347324222790.713","345187247265.842","402528804086.855","407189567100.462","432881404754.531","392712809916.938",
"Iceland","ISL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6391586959.75211","6646208747.42175","7283499505.32037","7870616701.21986","8198700509.48308","8377672401.52519","9087577046.44359","9375292903.83657","9457360502.23302","10393946238.7606","11074925909.5813","12044114033.4789","12902914611.3145","13879915595.1021","13343517425.2325","12659835460.3242","13059433954.0833","13471498420.0286","14378252058.9283","15058763610.4313","16276450019.0689","17939410954.5851","19106258173.1223","20536241304.0679","21663291817.1448","20232532392.4137",
"Israel","ISR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110728042599.977","118493192750.589","125234339678.288","131947300500.836","138642273202.876","157214843087.165","160816211272.003","166121248132.947","159795156824.776","171959481939.6","172243340148.084","181326489576.902","197446858633.966","200719628775.821","205786459875.461","219755193539.061","236754802253.012","250707854257.44","275250497582.279","281527352262.608","297285533235.217","322994425250.448","338372060646.654","358359661593.861","379793479343.725","385772742581.401",
"Italy","ITA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1054559614152.73","1106994861912.16","1141666988671.41","1158750261742.25","1208951381918.84","1269933499103.68","1307916358197.61","1357832578814.3","1423810393003.82","1457193715148.05","1542230975725.8","1597887676848.86","1639680554324.34","1671644588912.7","1703460126441.23","1746657911754.7","1884456710650.24","1992733882551.54","2089717925618.93","2046377772443.9","2085693278915.37","2173169963370.93","2172383785077.79","2187377576803.98","2200255257934.9","2240921139199.72","2420671363968.59","2517184209191.25","2605604157045.22","2678904619803","2491739787697.55",
"Jamaica","JAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11533097218.6998","12499987323.3498","13034863767.8015","14600285783.7223","15118349060.4681","15798079551.1908","16069050926.9364","16159722979.4259","15960100463.3245","16360156939.7652","16872854997.5817","17474853987.2701","18105809166.547","19118195450.3434","19892783422.9377","20695771853.1773","21940221747.5853","22852210774.9206","23107608374.1713","22272019167.2491","22203226227.1507","23059255170.7083","23269052381.302","24136041839.9217","24568341334.6002","25418047671.9003","26720444470.3245","28040446746.5718","29256359453.0386","30044342031.9727","27306622452.9128",
"Jordan","JOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15650418220.6478","16439932112.0271","19227438413.9962","20566163928.8703","22049604609.7715","23907885220.9676","24853744527.0765","26118779736.2188","27208349486.6004","28536735234.0235","30413339069.5785","32718358526.3686","35158185254.8024","37301445215.9817","41587409068.1872","46376323557.6834","51646570505.6148","57370086831.8191","62715905413.5377","66368704464.8848","68696293678.2566","72050912802.1938","74340200743.3286","79416620026.0514","81884118369.6983","87705168918.814","90248991241.283","97893384208.996","102182592619.634","106040522903.032","105659956116.643",
"Japan","JPN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2416532192757.19","2583631119477.03","2664920011186.88","2713930306712.9","2799409599497.17","2936481835206.71","3082947477929.64","3169854587770.36","3169360892413.4","3207019636532.04","3404300128237.95","3493106893652.68","3588864914954.67","3694202556176.84","3877296161134.04","4045734392815.61","4230713952095.25","4416227655350.28","4456434357160.63","4250983234347.43","4480784390768.57","4573186804907.29","4746699396854.28","4967051560426.25","4986566209495.87","5135040987997.26","5075243816067.28","5193982171645.02","5275711543014.88","5328033466359.15","",
"Kazakhstan","KAZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135210707468.67","124407050887.633","120498338385.648","112004779826.478","99982546316.2164","93708532662.3016","95901486627.6154","99213641684.7431","98424035540.7887","102540902534.827","115106829629.083","133511879622.689","148914845814.547","165786607544.418","186593928429.762","211069625230.693","240724925596.636","269191509198.355","283483750660.42","289072627667.141","313789244539.423","344049455918.982","369966257833.272","417452192395.491","427478309972.205","407416193706.814","423833478989.461","448472613650.923","478069211018.743","508500627079.684","501278873201.364",
"Kenya","KEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35028645239.7951","36734100248.6972","37270856965.8668","38288666585.0291","40135858574.6107","42782994534.0648","45372991465.868","46374592123.8223","48439544262.2706","50271759078.1005","51703788258.7551","54835094420.6045","56007069845.6159","58720068892.9168","63378878336.422","69213282885.4898","75923212949.1835","83303737625.8356","85121369079.3788","88606663756.8586","97173951008.9238","105263452370.172","112204258119.628","125971868773.42","141100869455.549","160965881099.335","178315878677.906","203206547190.571","221233277620.344","237265361349.19","239400905760.595",
"Kyrgyz Republic","KGZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11181454193.4033","10641298973.2605","9377721221.35954","8115824786.26681","6624243781.274","6396322164.87396","6974885666.88085","7798663092.41751","8053775872.21069","8468736633.52562","9129340048.13159","9826070516.84495","9979766410.8225","10879736520.3682","11957722708.9396","12308557478.0083","13074519434.8195","14572681433.0727","16104295063.2556","16695427084.9748","16810323179.3687","18183659161.1761","20287689142.3113","23123731105.9622","24986584383.7428","25107317901.3392","28459201788.3159","31280403475.28","33235152785.2473","35384771004.9841","32727504112.2144",
"Cambodia","KHM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11267445520.5316","7502253243.90027","8418125259.67437","9077813464.28186","9604335894.09106","10167135112.6851","11624352502.3664","13071870191.9805","14447101551.6435","15641120651.0344","17286715656.1182","19587772827.8874","22874162700.7699","26104736362.2114","29543563153.8553","32133608684.5565","32406650490.3415","34739220891.7621","37972104979.2716","42401242881.6584","45764054823.0023","48654438003.1273","52598070985.0067","57941724641.1124","62890960721.9485","69211177545.313","75416087630.8673","73932054536.7921",
"Kiribati","KIR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91329588.9674631","94418132.5290321","97416939.072877","100592193.477563","104511600.85449","106703032.786276","110498438.879276","114277261.746188","123141408.464147","122997492.638124","133606261.987503","134528921.253374","141832677.162962","147365114.894305","148866744.915834","161104803.785261","165898344.376981","173821467.700642","173496445.449138","176222458.509488","176628828.055312","183193721.930402","195507202.422692","207322984.077428","209684581.048759","233708257.255461","248288178.493083","255211289.64439","267384044.867144","278273624.774097","288792652.750719",
"St. Kitts and Nevis","KNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","376839277.702942","382318548.383981","407724258.976839","445774664.464502","479432031.61858","515834583.514468","555970914.384461","604151518.6329","607977587.20753","636614418.511781","716208964.751455","770369443.520972","793257983.19118","776208120.129518","828960379.879446","937976418.992586","996799847.059593","1029724331.75009","1114015533.76167","1077070309.37803","1082981618.78585","1125819317.71496","1071905767.74454","1114932892.81002","1216092177.83739","1224877737.15076","1286876117.84307","1319637696.5544","1390840689.27712","1444748610.76391","1305153584.70327",
"Korea, Rep.","KOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358069111225.954","410076141347.132","445419835929.304","487332513228.16","543872659648.015","608664202364.969","668716334899.529","722222441420.003","692888316894.833","783492526099.428","871501091119.007","933833021178.341","1019446685620.94","1057684214921.41","1142611129466.57","1213618156671.84","1301782511590.11","1414277971823.43","1468996086974.66","1456054668409.19","1573257911865.6","1625275455251.2","1684562928828.18","1726902752731.95","1792600237630.01","1933588947770.48","2026967821102.36","2103651261121.49","2192613180992.08","2209423793034.91","2233000947793.73",
"Kuwait","KWT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59177765805.5108","81171228197.0353","89898505780.2079","96242636767.3734","98597923214.6465","102778836081.098","107741812600.975","107342052361.42","114893568377.958","117664154640.361","123128154374.4","147144148591.59","166579243101.598","189991044475.665","210450021206.569","229051287885.45","239297034148.458","224059434740.373","221297604001.787","247672823742.859","276884442786.982","275263666389.691","258670095308.753","181157353237.842","176814346747.18","206275309665.556","213860114203.078","218608335744.632","",
"Latin America & Caribbean (excluding high income)","LAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2429013294955.29","2593844791221.87","2717675085572.26","2846259246517.1","3060832466176.22","3151492814028.5","3331089946384.75","3560285000367.58","3685884388620.14","3754842973291.65","3980041362250.5","4080412665303.34","4181131822302.53","4368887235854.42","4727116485883.98","5075087747959.11","5534149180630.6","5991443274656.6","6393141057219.14","6377087051607.41","6881318781856.37","7416450296771.88","7644248307155.64","7990166825490.45","8254414237462.68","8224559906906.11","8443124112993.31","8886209749488.97","9248107291660.38","9515699533394.77","8983493398165.63",
"Lao PDR","LAO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4368170314.79342","4709919300.24701","5085086518.67968","5513348532.23672","6090520216.62916","6655447585.1353","7246864921.29141","7878428039.30694","8283204711.76079","9016737929.60325","9752854227.67504","10540006231.7053","11340427710.3173","12251831520.4986","13381581512.544","14779141490.8773","16538791520.2944","18273244310.4376","20086359307.7915","21757808473.7906","23888227744.287","26347634541.0467","31202113957.7343","34600073063.9711","39000303251.926","41582719416.4998","46849968684.2159","50463792572.0591","54904078195.3688","58934210741.8113","59910235111.7002",
